Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
DPW.DE;854468;USD;2021;Q4;2021-12-31;2022-03-09;2021-11-04;1234109757;1234109757;26837245563;-15430842819;11406402745;-9818106680;-28235644176;;-1038954073;2548356219;-191668992;-141868147;2356687227;;2356687227;-511581459;1845105769;;1705468056;1705468056
DTE.DE;1099105;USD;2021;Q4;2021-12-31;2022-02-24;2021-11-12;4743000000;4743000000;33110159167;-16000556718;17109602448;-14350436590;-5445208524;;-7823234958;2990049610;-1698285433;-1299001471;1291764176;-319658123;972106054;-79011639;893094414;;502210458;502210458
DWNI.DE;1105024;USD;2020;Q1;2020-03-31;2020-05-14;2021-05-14;354530000;354530000;428289074;-165405607;262883467;-101626793;-62675373;;-10372332;163132521;-55514049;-56065769;107618471;30223212;137841683;551719;138393403;;2891011;2891011
DWNI.DE;1105024;USD;2020;Q2;2020-06-30;2020-08-13;2021-05-14;351500000;351500000;432622700;-164986966;267635734;-82273207;-62007785;;-10573263;186904461;-42623468;-43284297;144280992;62338199;206619192;-106063050;100556142;;98353378;98353378
DWNI.DE;1105024;USD;2020;Q3;2020-09-30;2020-11-13;2021-05-14;338846154;338846154;421037070;-143227372;277809698;-89955201;-70094961;;-11916143;192293845;-38552229;-39720478;153741616;-21262138;132479477;-25935135;106544341;;102922768;102922768
DWNI.DE;1105024;USD;2020;Q4;2020-12-31;2021-02-13;2021-05-14;383471846;383471846;409435933;-141884734;267551198;-90354415;-69799484;;-12798327;203765523;-38371015;-46159688;165394509;1914458881;2079853389;-664570796;1415282593;;1376157512;1376157512
DWNI.DE;1105024;USD;2021;Q1;2021-03-31;2021-05-14;2021-05-14;357087000;357087000;461498309;-161867910;299630398;-70267305;-68459399;;-11811656;230447837;-46523465;-39532892;183924372;87382155;271306527;-30613886;240692641;;4097921;4097921
EOAN.DE;854469;USD;2020;Q1;2020-03-31;2020-08-23;2021-05-11;2607000000;2607000000;19492261829;-15172295508;4319966321;-8805448593;-1506195154;;-977647550;284687435;-334342221;-560547354;-49654785;;-49654785;-196412261;-246067047;-98206130;-483306576;-483306576
EOAN.DE;854469;USD;2020;Q2;2020-06-30;2020-11-22;2021-08-11;2607000000;2607000000;14139537258;-10609609161;3529928097;-3352605656;-1625639273;;-1013271091;924059180;269838497;-270939878;1193897677;;1193897677;-518750743;675146934;28635922;659727591;659727591
EOAN.DE;854469;USD;2020;Q3;2020-09-30;2021-02-22;2021-11-10;2607000000;2607000000;14966442602;-11566836953;3399605649;-3723210723;-1651904600;;-1070116417;989507211;-114488437;-344633562;875018773;;875018773;-49066473;825952300;28037984;817774554;817774554
EOAN.DE;854469;USD;2020;Q4;2020-12-31;2021-04-26;2021-11-10;2293000000;2293000000;20820049459;-16358603429;4461446030;-7097419304;-1907417620;;-1691618226;637664367;-159940820;-406197875;477723547;;477723547;-216687317;261036230;-1785762;192134182;192134182
EOAN.DE;854469;USD;2021;Q1;2021-03-31;2021-05-11;2021-05-11;2293000000;2293000000;22179399042;-17575263386;4604135656;-6545827420;-1740411488;;-1154649727;1681353204;-43389760;-367607689;1637963444;;1637963444;-409792178;1228171265;;965422162;965422162
EOAN.DE;854469;USD;2021;Q2;2021-06-30;2021-08-11;2021-08-11;2607000000;2607000000;17625293571;-15426647167;2198646404;-7525487417;-1712198897;;-1166751569;2600808451;-31306027;-493671974;2569502423;;2569502423;-458753712;2110748710;;2103524243;2103524243
EOAN.DE;854469;USD;2021;Q3;2021-09-30;2021-11-10;2021-11-10;2607000000;2607000000;17740258521;-25643026705;-7902768184;-16429221937;-1641153709;;-1035152986;1237939220;113183014;-356054899;1351122234;;1351122234;-17684846;1333437388;;1457231310;1457231310
EOAN.DE;854469;USD;2021;Q4;2021-12-31;2022-03-16;2021-11-10;2608000000;2608000000;33947383613;-33555587457;391796156;-17412540800;-1808286380;;-1282059879;1590654402;100038476;-663498622;1690692879;;1690692879;-86797514;1603895364;;1020227480;1020227480
FRE.DE;849704;USD;2020;Q1;2020-03-31;2020-08-23;2021-05-06;557396954;557847253;10079921415;-7141461565;2938459850;-1697090217;-1491850438;-205239779;;1241369632;-200826020;-200826020;1040543611;;1040543611;-235032650;805510961;;506478810;506478810
FRE.DE;849704;USD;2020;Q2;2020-06-30;2020-11-22;2021-07-30;555405405;555405405;9824324065;-7038929944;2785394121;-1548542560;-1330468998;-218073561;;1236851561;-183930730;-183930730;1052920830;;1052920830;-246709483;806211347;;452667846;452667846
FRE.DE;849704;USD;2020;Q3;2020-09-30;2021-02-22;2021-11-02;554545455;554545455;10418447828;-7502497415;2915950412;-1615688870;-1422927725;-192761145;;1300261542;-179910402;-179910402;1120351140;;1120351140;-246500615;873850524;;498842478;498842478
FRE.DE;849704;USD;2020;Q4;2020-12-31;2021-04-26;2021-11-02;562459222;563177335;11055606428;-7931703358;3123903071;-1900627302;-1946274464;-239423311;;1223275769;-186209008;-186209008;1037066760;;1037066760;-301496776;735569984;;488981914;488981914
FRE.DE;849704;USD;2021;Q1;2021-03-31;2021-05-06;2021-05-06;557451759;557743862;10828155689;-7865599290;2962556398;-1750053657;-1525873230;-224180427;;1212502740;-165122142;-165122142;1047380598;;1047380598;-238643680;808736917;;524292934;524292934
FRE.DE;849704;USD;2021;Q2;2021-06-30;2021-07-30;2021-07-30;560714286;560714286;11132905066;-7980628896;3152276169;-1922912545;-1685709181;-237203363;;1229363624;-145693436;-145693436;1083670188;;1083670188;-231182973;852487214;;567120731;567120731
FRE.DE;849704;USD;2021;Q3;2021-09-30;2021-11-02;2021-11-02;558448118;558448118;10992900275;-8018309178;2974591097;-1786169446;-1532686653;-253482792;;1188421651;-148552706;-148552706;1039868945;;1039868945;-236976936;802892008;;486922759;486922759
FRE.DE;849704;USD;2021;Q4;2021-12-31;2022-02-22;2021-11-02;558061878;558061878;11403782044;-8301918034;3101864009;-1815885423;-1703533391;-236508933;;1285978586;-138956001;-138956001;1147022585;;1147022585;-277991227;869031358;;571827378;571827378
MBG.DE;825113;USD;2020;Q1;2020-03-31;2020-06-18;2021-05-13;1069800000;1069800000;41073334960;-34771590985;6301743974;-6275261422;-4203001715;-1900123117;;656546605;-60689182;-84964854;595857423;;595857423;-410479558;185377865;;103723329;103723329
MBG.DE;825113;USD;2020;Q2;2020-06-30;2020-09-17;2021-07-21;1069800000;1069800000;33244102868;-30275879397;2968223470;-5468359751;-3601517902;-1700533223;;-1930721982;12115197;-66082897;-1918606784;;-1918606784;-180626585;-2099233370;;-2203864624;-2203864624
MBG.DE;825113;USD;2020;Q3;2020-09-30;2020-12-18;2021-10-29;1069800000;1069800000;36940044889;-30057887886;6882157003;-4515283791;-2969689883;-1453302208;;2933474153;-11682493;-11682493;2921791659;;2921791659;-806092061;2115699598;405382529;2393742946;2393742946
